﻿"INDEX_KEY","CRTR_YMD","CRTR_WEEK","DWK_NM","CTPV_CD","CTPV_NM","SGG_CD","SGG_NM","TMZN_CD","SEX_DV","AGRDE_CLS","REVISN_LIVE_PUL_CNT"
"LI122200010006LI12220001000627071465","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","12","10116.23625"
"LI122200010006LI12220001000627071466","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","12","9610.484059"
"LI122200010006LI12220001000627071467","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","8","MALE","5","11404.56889"
"LI122200010006LI12220001000627071468","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","1","MALE","11","10961.17599"
"LI122200010006LI12220001000627071469","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","8","19437.39044"
"LI122200010006LI12220001000627071470","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","16","MALE","5","10838.00258"
"LI122200010006LI12220001000627071471","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","3","19858.48892"
"LI122200010006LI12220001000627071472","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","3","MALE","14","9651.737223"
"LI122200010006LI12220001000627071473","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","7","17750.31425"
"LI122200010006LI12220001000627071474","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","1","6622.977787"
"LI122200010006LI12220001000627071475","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","10","MALE","1","7102.349634"
"LI122200010006LI12220001000627071476","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","13","MALE","7","14820.02611"
"LI122200010006LI12220001000627071477","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","6","13374.49372"
"LI122200010006LI12220001000627071478","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","5","10285.7498"
"LI122200010006LI12220001000627071479","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","22","MALE","5","10609.96371"
"LI122200010006LI12220001000627071480","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","2","19564.82381"
"LI122200010006LI12220001000627071481","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","21","MALE","6","12720.30488"
"LI122200010006LI12220001000627071482","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","15","MALE","4","9263.156306"
"LI122200010006LI12220001000627071483","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","3","18273.90639"
"LI122200010006LI12220001000627071484","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","11","MALE","6","12967.9631"
"LI122200010006LI12220001000627071485","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","19","MALE","5","10954.04442"
"LI122200010006LI12220001000627071486","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","2","17708.11396"
"LI122200010006LI12220001000627071487","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","0","MALE","3","21707.93918"
"LI122200010006LI12220001000627071488","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","9","MALE","6","12244.33163"
"LI122200010006LI12220001000627071489","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","12","10003.86245"
"LI122200010006LI12220001000627071490","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","9","MALE","5","11328.57483"
"LI122200010006LI12220001000627071491","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","15","MALE","11","11128.92948"
"LI122200010006LI12220001000627071492","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","1","7784.462738"
"LI122200010006LI12220001000627071493","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","2","19713.74002"
"LI122200010006LI12220001000627071494","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","7","16836.73634"
"LI122200010006LI12220001000627071495","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","4","8049.465171"
"LI122200010006LI12220001000627071496","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","11","MALE","14","9769.862712"
"LI122200010006LI12220001000627071497","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","14","MALE","7","15303.32765"
"LI122200010006LI12220001000627071498","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","14","MALE","5","10255.74112"
"LI122200010006LI12220001000627071499","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","0","MALE","10","14410.73606"
"LI122200010006LI12220001000627071500","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","5","10501.54535"
"LI122200010006LI12220001000627071501","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","3","18134.48084"
"LI122200010006LI12220001000627071502","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","20","MALE","11","10457.86866"
"LI122200010006LI12220001000627071503","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","18","MALE","12","9682.341182"
"LI122200010006LI12220001000627071504","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","4","MALE","3","20730.0589"
"LI122200010006LI12220001000627071505","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","2","MALE","11","11231.27158"
"LI122200010006LI12220001000627071506","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","13","6914.441563"
"LI122200010006LI12220001000627071507","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","12","9946.357593"
"LI122200010006LI12220001000627071508","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","9","15612.63967"
"LI122200010006LI12220001000627071509","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","8","MALE","6","12263.02091"
"LI122200010006LI12220001000627071510","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","2","18584.47822"
"LI122200010006LI12220001000627071511","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","14","13894.92894"
"LI122200010006LI12220001000627071512","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","5","MALE","2","19978.95588"
"LI122200010006LI12220001000627071513","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","5","10388.72207"
"LI122200010006LI12220001000627071514","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","6","13523.6137"
"LI122200010006LI12220001000627071515","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","15","MALE","10","14676.10688"
"LI122200010006LI12220001000627071516","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","4","MALE","5","10573.88203"
"LI122200010006LI12220001000627071517","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","17","MALE","12","9889.031076"
"LI122200010006LI12220001000627071518","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","14","13960.45202"
"LI122200010006LI12220001000627071519","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","6","12356.27635"
"LI122200010006LI12220001000627071520","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","23","MALE","8","17252.72669"
"LI122200010006LI12220001000627071521","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","6","13642.97775"
"LI122200010006LI12220001000627071522","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","10","MALE","5","11524.48898"
"LI122200010006LI12220001000627071523","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","12","9849.622104"
"LI122200010006LI12220001000627071524","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","14","13617.11357"
"LI122200010006LI12220001000627071525","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","1","MALE","14","9734.557424"
"LI122200010006LI12220001000627071526","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","13","7357.923509"
"LI122200010006LI12220001000627071527","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","12","9814.147082"
"LI122200010006LI12220001000627071528","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","10","13208.91001"
"LI122200010006LI12220001000627071529","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","6","MALE","6","12785.91681"
"LI122200010006LI12220001000627071530","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","10","MALE","14","9753.805799"
"LI122200010006LI12220001000627071531","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","18","MALE","2","20498.28366"
"LI122200010006LI12220001000627071532","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","1","5713.692934"
"LI122200010006LI12220001000627071533","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","17","MALE","3","21019.58421"
"LI122200010006LI12220001000627071534","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","6","MALE","13","6872.100535"
"LI122200010006LI12220001000627071535","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","13","7204.673953"
"LI122200010006LI12220001000627071536","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","12","MALE","4","9408.619926"
"LI122200010006LI12220001000627071537","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","16","MALE","5","11261.80662"
"LI122200010006LI12220001000627071538","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","9","15999.2149"
"LI122200010006LI12220001000627071539","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","13","MALE","2","19696.67054"
"LI122200010006LI12220001000627071540","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","9","14332.18905"
"LI122200010006LI12220001000627071541","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","2","17275.09474"
"LI122200010006LI12220001000627071542","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","20","MALE","9","16830.52522"
"LI122200010006LI12220001000627071543","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","18","MALE","3","20100.12952"
"LI122200010006LI12220001000627071544","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","9","MALE","8","19277.59539"
"LI122200010006LI12220001000627071545","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","1","6874.996403"
"LI122200010006LI12220001000627071546","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","23","MALE","9","16991.4467"
"LI122200010006LI12220001000627071547","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","10","13121.62932"
"LI122200010006LI12220001000627071548","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","7","17723.30054"
"LI122200010006LI12220001000627071549","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","11","MALE","9","15375.15921"
"LI122200010006LI12220001000627071550","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","2","17644.92173"
"LI122200010006LI12220001000627071551","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","19","MALE","6","12526.02254"
"LI122200010006LI12220001000627071552","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","13","MALE","8","16367.2792"
"LI122200010006LI12220001000627071553","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","11","9795.281535"
"LI122200010006LI12220001000627071554","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","10","13197.4332"
"LI122200010006LI12220001000627071555","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","7","17398.33796"
"LI122200010006LI12220001000627071556","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","20","MALE","11","10897.23051"
"LI122200010006LI12220001000627071557","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","12","9982.461666"
"LI122200010006LI12220001000627071558","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","11","10325.84203"
"LI122200010006LI12220001000627071559","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","7","MALE","7","15439.95534"
"LI122200010006LI12220001000627071560","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","5","10031.69038"
"LI122200010006LI12220001000627071561","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","10","12992.3057"
"LI122200010006LI12220001000627071562","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","1","5434.890411"
"LI122200010006LI12220001000627071563","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","11","10223.13942"
"LI122200010006LI12220001000627071564","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","4","MALE","11","10491.31403"
"LI122200010006LI12220001000627071565","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","3","MALE","12","9818.159011"
"LI122200010006LI12220001000627071566","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","9","15682.43523"
"LI122200010006LI12220001000627071567","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","22","MALE","12","10021.86788"
"LI122200010006LI12220001000627071568","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","16","MALE","14","9776.050942"
"LI122200010006LI12220001000627071569","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","13","MALE","4","10126.9071"
"LI122200010006LI12220001000627071570","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","20","MALE","11","10548.4003"
"LI122200010006LI12220001000627071571","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","7","17740.97316"
"LI122200010006LI12220001000627071572","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","12","MALE","4","9273.809837"
"LI122200010006LI12220001000627071573","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","13","7143.243897"
"LI122200010006LI12220001000627071574","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","5","9312.368837"
"LI122200010006LI12220001000627071575","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","12","9983.785881"
"LI122200010006LI12220001000627071576","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","23","MALE","6","12831.09351"
"LI122200010006LI12220001000627071577","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","10","MALE","8","15946.60582"
"LI122200010006LI12220001000627071578","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","10","MALE","3","19815.87223"
"LI122200010006LI12220001000627071579","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","3","MALE","13","6766.599569"
"LI122200010006LI12220001000627071580","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","17","MALE","10","13670.95127"
"LI122200010006LI12220001000627071581","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","4","7990.971849"
"LI122200010006LI12220001000627071582","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","14","MALE","8","17696.07773"
"LI122200010006LI12220001000627071583","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","16","MALE","12","9726.311977"
"LI122200010006LI12220001000627071584","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","11","MALE","3","19521.37845"
"LI122200010006LI12220001000627071585","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","12","MALE","13","7525.360861"
"LI122200010006LI12220001000627071586","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","22","MALE","4","9882.798717"
"LI122200010006LI12220001000627071587","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","11","MALE","2","17731.79302"
"LI122200010006LI12220001000627071588","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","1","6270.753315"
"LI122200010006LI12220001000627071589","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","14","13801.60319"
"LI122200010006LI12220001000627071590","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","11","9660.870623"
"LI122200010006LI12220001000627071591","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","2","MALE","14","9702.061808"
"LI122200010006LI12220001000627071592","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","3","19651.58923"
"LI122200010006LI12220001000627071593","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","12","10210.0217"
"LI122200010006LI12220001000627071594","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","17","MALE","14","9558.075539"
"LI122200010006LI12220001000627071595","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","10","12991.74402"
"LI122200010006LI12220001000627071596","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","6","13539.95551"
"LI122200010006LI12220001000627071597","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","16","MALE","1","6524.275185"
"LI122200010006LI12220001000627071598","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","7","17882.5595"
"LI122200010006LI12220001000627071599","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","7","16053.7136"
"LI122200010006LI12220001000627071600","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","21","MALE","9","16620.23439"
"LI122200010006LI12220001000627071601","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","14","24732.91455"
"LI122200010006LI12220001000627071602","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","22","MALE","11","10833.17533"
"LI122200010006LI12220001000627071603","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","6","13630.92886"
"LI122200010006LI12220001000627071604","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","6","13502.54215"
"LI122200010006LI12220001000627071605","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","9","15757.52996"
"LI122200010006LI12220001000627071606","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","5","10795.26383"
"LI122200010006LI12220001000627071607","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","14","13971.87537"
"LI122200010006LI12220001000627071608","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","5","MALE","6","12264.15784"
"LI122200010006LI12220001000627071609","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","22","MALE","5","9919.369873"
"LI122200010006LI12220001000627071610","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","12","9930.435166"
"LI122200010006LI12220001000627071611","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","4","MALE","12","9526.618489"
"LI122200010006LI12220001000627071612","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","4","8489.651563"
"LI122200010006LI12220001000627071613","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","5","MALE","5","10327.5186"
"LI122200010006LI12220001000627071614","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","3","MALE","4","9389.66035"
"LI122200010006LI12220001000627071615","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","4","8472.373267"
"LI122200010006LI12220001000627071616","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","7","MALE","2","19727.42433"
"LI122200010006LI12220001000627071617","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","9","MALE","3","18977.68777"
"LI122200010006LI12220001000627071618","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","11","MALE","12","9987.684284"
"LI122200010006LI12220001000627071619","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","7","17317.69681"
"LI122200010006LI12220001000627071620","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","2","18113.91665"
"LI122200010006LI12220001000627071621","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","3","18468.03447"
"LI122200010006LI12220001000627071622","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","14","13998.18704"
"LI122200010006LI12220001000627071623","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","6","MALE","13","7208.034249"
"LI122200010006LI12220001000627071624","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","17","MALE","12","9633.96981"
"LI122200010006LI12220001000627071625","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","16","MALE","6","12610.96516"
"LI122200010006LI12220001000627071626","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","1","6834.705725"
"LI122200010006LI12220001000627071627","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","8","19633.32422"
"LI122200010006LI12220001000627071628","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","12","MALE","1","7432.73616"
"LI122200010006LI12220001000627071629","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","14","13865.93846"
"LI122200010006LI12220001000627071630","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","2","19044.01227"
"LI122200010006LI12220001000627071631","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","7","18135.23532"
"LI122200010006LI12220001000627071632","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","1","7607.420661"
"LI122200010006LI12220001000627071633","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","7","17142.58751"
"LI122200010006LI12220001000627071634","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","6","MALE","9","17047.86818"
"LI122200010006LI12220001000627071635","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","14","MALE","10","15204.18755"
"LI122200010006LI12220001000627071636","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","5","10179.96935"
"LI122200010006LI12220001000627071637","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","3","MALE","1","6570.88775"
"LI122200010006LI12220001000627071638","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","9","15800.25431"
"LI122200010006LI12220001000627071639","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","7","MALE","7","16360.58398"
"LI122200010006LI12220001000627071640","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","12","MALE","8","17797.4706"
"LI122200010006LI12220001000627071641","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","11","10070.58621"
"LI122200010006LI12220001000627071642","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","6","MALE","4","9348.375286"
"LI122200010006LI12220001000627071643","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","16","MALE","2","18674.83556"
"LI122200010006LI12220001000627071644","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","11","9754.83575"
"LI122200010006LI12220001000627071645","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","6","MALE","14","9823.700508"
"LI122200010006LI12220001000627071646","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","22","MALE","6","12680.11"
"LI122200010006LI12220001000627071647","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","10","13091.2767"
"LI122200010006LI12220001000627071648","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","0","MALE","4","9344.784225"
"LI122200010006LI12220001000627071649","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","9","MALE","2","20457.61543"
"LI122200010006LI12220001000627071650","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","14","13750.32336"
"LI122200010006LI12220001000627071651","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","1","MALE","4","9700.76786"
"LI122200010006LI12220001000627071652","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","1","5634.266038"
"LI122200010006LI12220001000627071653","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","5","9499.264361"
"LI122200010006LI12220001000627071654","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","16","MALE","3","19574.87433"
"LI122200010006LI12220001000627071655","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","12","MALE","10","14254.20537"
"LI122200010006LI12220001000627071656","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","13","MALE","9","16807.75219"
"LI122200010006LI12220001000627071657","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","2","MALE","13","6751.175229"
"LI122200010006LI12220001000627071658","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","7","16934.60531"
"LI122200010006LI12220001000627071659","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","13","7033.262192"
"LI122200010006LI12220001000627071660","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","23","MALE","12","9864.999065"
"LI122200010006LI12220001000627071661","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","22","MALE","3","20319.04865"
"LI122200010006LI12220001000627071662","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","0","MALE","2","19039.82537"
"LI122200010006LI12220001000627071663","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","2","21228.99766"
"LI122200010006LI12220001000627071664","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","21","MALE","8","18300.8969"
"LI122200010006LI12220001000627071665","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","12","9872.095989"
"LI122200010006LI12220001000627071666","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","15","MALE","12","10422.18559"
"LI122200010006LI12220001000627071667","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","13","7145.473915"
"LI122200010006LI12220001000627071668","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","17","MALE","4","10682.75409"
"LI122200010006LI12220001000627071669","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","13","7110.395402"
"LI122200010006LI12220001000627071670","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","12","10517.99185"
"LI122200010006LI12220001000627071671","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","12","MALE","11","11297.38374"
"LI122200010006LI12220001000627071672","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","8","19492.59689"
"LI122200010006LI12220001000627071673","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","22","MALE","11","10863.77009"
"LI122200010006LI12220001000627071674","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","11","10065.51017"
"LI122200010006LI12220001000627071675","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","6","MALE","14","9779.37267"
"LI122200010006LI12220001000627071676","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","14","13652.13755"
"LI122200010006LI12220001000627071677","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","1","MALE","3","21270.94409"
"LI122200010006LI12220001000627071678","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","13","MALE","10","15177.1822"
"LI122200010006LI12220001000627071679","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","1","7734.814425"
"LI122200010006LI12220001000627071680","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","14","13996.8162"
"LI122200010006LI12220001000627071681","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","2","19383.54447"
"LI122200010006LI12220001000627071682","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","1","6082.422843"
"LI122200010006LI12220001000627071683","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","13","MALE","6","12272.91312"
"LI122200010006LI12220001000627071684","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","22","MALE","9","17491.64251"
"LI122200010006LI12220001000627071685","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","6","12946.84242"
"LI122200010006LI12220001000627071686","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","4","MALE","12","9792.676565"
"LI122200010006LI12220001000627071687","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","18","MALE","7","14312.54145"
"LI122200010006LI12220001000627071688","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","23","MALE","10","15057.40223"
